1 10.642
2 10.736
3 10.626
4 10.661
5 10.762
6 10.623
7 10.648
8 10.740
9 10.736
10 10.879
11 10.768
12 10.700
13 10.611
14 10.738
15 10.735
16 10.632
17 10.793
18 10.824
19 10.624
20 10.681
